00.675288,0.0280476,000000001|0.581343,0.036396,00000001|0.436464,0.020819,0.646112|0
000.115102,-0.0693213,0000000001|00.0628636,-0.0607498,0000000001|000.133238,-0.0750891,0001.15457|0
-0.0866603,0-0.211812,0000000001|0-0.12751,-0.203357,000000001|-0.127375,0-0.30604,001.47427|0
0-0.388116,-0.0170746,0000000001|00-0.466245,-0.00870867,00000000001|00-0.300811,-0.00999844,0000.775572|0
0.331106,0.334403,00000001|0.264466,0.336677,00000001|0.302925,0.306964,0.914835|0
-0.136507,00.353402,000000001|-0.261385,00.359246,000000001|-0.0665142,000.173758,000.487639|0
-0.046308,00.417523,000000001|-0.173167,00.424018,000000001|-0.0221588,000.201912,000.479861|0
-0.563768,00.158664,000000001|-0.66748,0.203293,00000001|-0.289978,0.0942138,00.520524|0
0.205301,0.222785,00000001|0.121499,0.224018,00000001|0.149424,0.162594,0.727809|1
-0.466447,00.450771,000000001|-0.635165,00.448282,000000001|-0.168608,00.162497,00.361485|1
00.24328,0.284531,00000001|0.172878,00.28902,00000001|0.210394,0.247931,0.864544|0
0.134091,0.403274,00000001|0.00419954,000.408363,0000000001|0.0629327,000.19035,00.469051|0
0.00353911,0-0.109694,0000000001|-0.0491525,0-0.101947,0000000001|0.0043386,-0.121387,0001.1471|0
00.15308,0.180038,00000001|0.0468112,0000.1887,000000001|0.0875883,000.10531,00.571189|0
-0.542405,-0.228436,000000001|-0.591514,-0.221464,000000001|-0.669232,0-0.27763,001.23418|0
-0.399985,00.419898,000000001|-0.260859,00.358926,000000001|00.155586,-0.147413,-0.378504|0
-0.399985,00.336778,000000001|-0.327342,00.433814,000000001|00.165123,-0.142614,0-0.36995|0
-0.596999,00.196662,000000001|-0.769974,000.21405,000000001|-0.208488,00.071805,00.349658|0
00.665793,-0.218937,000000001|00.567811,-0.204562,000000001|00.409243,-0.130023,00.614034|0
0.506757,0.222785,00000001|0.425529,00.22691,00000001|0.380036,0.168601,0.749846|0
0.304995,0.507767,00000001|0.228155,0.509927,00000001|0.242032,00.40378,0.793518|0
-0.255191,-0.100194,000000001|0-0.295457,-0.0927221,0000000001|-0.382513,-0.144697,001.50009|0
-0.523416,00.315405,000000001|-0.564632,00.266219,000000001|-0.519976,00.294266,001.01157|0
0.492515,0.507767,00000001|0.408057,0.506255,00000001|0.355662,0.366124,0.722122|1
0-0.17686,-0.026574,000000001|0-0.231452,-0.0204168,0000000001|0-0.196361,-0.0261084,0001.11121|0
0.0676282,00.384275,000000001|-0.0611367,000.389799,0000000001|0.0320354,00.183084,00.473039|0
-0.259938,0.0755446,000000001|-0.364073,0.0831165,000000001|-0.151566,0.0462922,00.583534|0
-0.354885,-0.131067,000000001|-0.397781,-0.123442,000000001|-0.499649,-0.179267,001.40871|0
-0.418974,-0.126318,000000001|-0.462626,-0.118687,000000001|-0.579943,-0.169647,001.38484|0
-0.494932,0.0232979,000000001|-0.545638,0.0317626,000000001|-0.589322,0.0327972,0001.1913|0
-0.521042,00.484019,000000001|-0.623698,000.46658,000000001|-0.303333,00.277217,00.583237|0
0.682409,0.113542,00000001|0.587284,0.118427,00000001|000.43693,0.0742534,0000.6402|0
-0.269433,-0.164315,000000001|-0.310421,-0.156852,000000001|-0.396878,-0.236715,001.47407|0
00.68953,0.215661,00000001|0.592931,0.218871,00000001|00.43514,0.137103,0.631037|0
-0.212465,-0.252185,000000001|-0.255266,-0.244084,000000001|0-0.29918,-0.349795,001.40969|0
-0.620736,-0.506294,000000001|-0.788496,-0.461686,000000001|-0.211572,-0.166277,00.343537|0
0.181564,0.400899,00000001|0.0509832,00.384433,000000001|0.0841365,00.181134,00.461287|0
0.634935,0.130166,00000001|0.545957,00.13382,00000001|00.434873,0.0903969,000.68486|0
0.672914,-0.16194,00000001|00.577576,-0.148741,000000001|000.425751,-0.0981992,000.632147|0
000.658672,-0.0669464,0000000001|000.568545,-0.0416293,0000000001|000.426385,-0.0350251,000.645146|0
-0.556647,00.256033,000000001|-0.62308,0.233388,00000001|-0.483072,00.213061,00.870623|0
-0.162618,0-0.17619,000000001|-0.202566,-0.168112,000000001|-0.245061,-0.259804,001.50915|0
-0.0700446,0-0.492045,0000000001|-0.121686,-0.480227,000000001|-0.0805896,0-0.563341,0001.15879|0
0.264643,0.237034,00000001|00.19369,0.242601,00000001|0.226856,0.205483,0.856826|0
-0.207717,-0.192814,000000001|-0.247934,-0.184712,000000001|-0.311091,-0.283022,001.49934|0
-0.255191,-0.230811,000000001|-0.297911,-0.222619,000000001|-0.360024,0-0.32015,001.41211|0
